City,State,Latitude,Longitude
Castalia,NC,36.082,-78.058
Cobalt,MO,37.545,-90.287
Colony,AL,33.941,-86.902
Delta,IA,41.323,-92.33
Flatwoods,WV,38.717,-80.653
Freeborn,MN,43.766,-93.564
Greensboro,PA,39.792,-79.913
Harcourt,IA,42.261,-94.175
Hornsby,TN,35.23,-88.83
Horseshoe Lake,AR,34.914,-90.308
Industry,CA,34.026,-117.94
Medina,ND,46.895,-99.3
Pulaski,IA,40.691,-92.276
Steamboat Rock,IA,42.408,-93.067
Warfield,KY,37.839,-82.422
Woodville,GA,33.667,-83.106
Backus,MN,46.821,-94.515
Carbon,IN,39.599,-87.108
Carlton,GA,34.041,-83.041
Clatonia,NE,40.465,-96.851
Coffeeville,AL,31.767,-88.086
De Tour Village,MI,45.983,-83.913
Gonvick,MN,47.739,-95.512
Graham,GA,31.828,-82.503
Hoskins,NE,42.113,-97.304
Kinloch,MO,38.738,-90.325
Mecca,IN,39.727,-87.332
Mercer,MO,40.511,-93.53
Michigan City,ND,48.024,-98.12
Pine Ridge,AL,34.448,-85.784
Poyen,AR,34.324,-92.642
Roseland,NE,40.47,-98.558
Wilton,MN,47.506,-94.996
Allerton,IL,39.916,-87.935
Clay Center,OH,41.573,-83.364
Dunfermline,IL,40.491,-90.032
Guildhall,VT,44.547,-71.637
Harpers Ferry,IA,43.201,-91.153
Hartsburg,IL,40.251,-89.441
Maywood,NE,40.659,-100.622
Perry,AR,35.045,-92.793
Prairie Home,MO,38.814,-92.591
Rockport,KY,37.334,-86.992
Walcott,ND,46.55,-96.938
White Lake,WI,45.16,-88.763
Windsor,NH,43.108,-72.017
Bowersville,OH,39.581,-83.724
Covington,TX,32.179,-97.261
East Germantown,IN,39.813,-85.137
Mapleton,IL,40.573,-89.725
Sheldon,WI,45.312,-90.957
Stoneham,ME,44.268,-70.925
Westville,FL,30.771,-85.845
Chapman,NE,41.023,-98.159
Elk City,KS,37.29,-95.91
Glenvil,NE,40.503,-98.255
Grinnell,KS,39.127,-100.631
Le Roy,MI,44.038,-85.454
Odell,NE,40.05,-96.802
Ransom,KS,38.636,-99.933
Addieville,IL,38.391,-89.487
Boones Mill,VA,37.115,-79.951
Chataignier,LA,30.57,-92.317
Fallston,PA,40.727,-80.314
Hanston,KS,38.123,-99.713
Irwin,ID,43.403,-111.28
Lyman,NE,41.918,-104.037
Milroy,MN,44.418,-95.553
Newburg,WV,39.389,-79.854
Rutland,IL,40.984,-89.041
Straughn,IN,39.808,-85.291
Sugar City,CO,38.233,-103.663
Westfir,OR,43.758,-122.502
Angie,LA,30.961,-89.821
Blackwell,TX,32.085,-100.319
Bliss,ID,42.925,-114.947
Bonesteel,SD,43.078,-98.947
Breckenridge,MO,39.761,-93.805
Emmett,MI,42.993,-82.765
Franklin,NY,42.344,-75.166
Goodnews Bay,AK,59.129,-161.576
Kelliher,MN,47.944,-94.444
Lu Verne,IA,42.909,-94.084
Lueders,TX,32.8,-99.623
Lynn,AR,36.004,-91.252
Rewey,WI,42.842,-90.396
Ridgeland,WI,45.202,-91.898
Scranton,ND,46.147,-103.143
Talala,OK,36.529,-95.701
Texhoma,TX,36.494,-101.794
Waldo,AL,33.387,-86.041
Creede,CO,37.853,-106.927
Dungannon,VA,36.828,-82.468
Garfield,GA,32.649,-82.097
Gifford,SC,32.86,-81.239
Iaeger,WV,37.46,-81.818
Jenera,OH,40.9,-83.727
Kensett,IA,43.353,-93.211
Mallard,IA,42.939,-94.683
Maxwell,NE,41.078,-100.526
Perla,AR,34.365,-92.776
Progreso Lakes,TX,26.069,-97.961
Red Cliff,CO,39.509,-106.37
Sanford,AL,31.299,-86.399
Talmo,GA,34.184,-83.718
Wachapreague,VA,37.606,-75.69
Almyra,AR,34.406,-91.411
Berger,MO,38.667,-91.341
Davenport,ND,46.715,-97.065
Ellicottville,NY,42.275,-78.672
French Camp,MS,33.292,-89.399
Glen Campbell,PA,40.82,-78.83
Henry,SD,44.881,-97.462
Jamestown,CO,40.117,-105.389
Kelleys Island,OH,41.603,-82.707
Leamington,UT,39.531,-112.285
Magnolia,IL,41.114,-89.196
McClure,IL,37.313,-89.432
Railroad,PA,39.76,-76.696
Vernon,UT,40.093,-112.446
Ardentown,DE,39.809,-75.482
Arona,PA,40.268,-79.655
Braden,TN,35.368,-89.571
Donnelsville,OH,39.916,-83.943
Farber,MO,39.274,-91.577
Golf,FL,26.503,-80.106
Hornick,IA,42.231,-96.097
Hundred,WV,39.684,-80.458
Kit Carson,CO,38.763,-102.795
Plumville,PA,40.792,-79.179
Rangerville,TX,26.121,-97.739
Richland,TX,31.922,-96.428
Willow Lake,SD,44.628,-97.638
Anderson,AL,34.916,-87.274
Arcadia,KS,37.641,-94.624
Carson,ND,46.422,-101.571
Cisco,IL,40.015,-88.724
Clark,MO,39.28,-92.36
Clarksburg,MO,38.661,-92.666
Etowah,AR,35.716,-90.231
Garden City,CO,40.395,-104.689
Lake Wilson,MN,43.995,-95.955
Lodi,NY,42.613,-76.822
North Loup,NE,41.495,-98.773
Roosevelt,OK,34.848,-99.023
Snyder,NE,41.705,-96.786
Tarlton,OH,39.554,-82.778
Thompson,PA,41.864,-75.514
Amity,ME,45.912,-67.853
Chidester,AR,33.701,-93.024
Crystal Lake,IA,43.223,-93.793
Jefferson,PA,39.93,-80.058
New Ringgold,PA,40.689,-75.993
Rensselaer,MO,39.67,-91.539
Rowesville,SC,33.372,-80.836
Somerville,IN,38.278,-87.377
Worley,ID,47.401,-116.919
Georgetown,MS,31.87,-90.165
Hayward,MN,43.65,-93.246
Ingalls,KS,37.829,-100.453
Milburn,OK,34.239,-96.552
Pitts,GA,31.946,-83.542
Shady Dale,GA,33.401,-83.587
Sumner,NE,40.949,-99.508
Taylorsville,GA,34.085,-84.986
Youngstown,PA,40.28,-79.366
Callao,MO,39.762,-92.624
Copeland,KS,37.54,-100.629
Cumberland,IA,41.273,-94.871
Dendron,VA,37.036,-76.924
Donovan,IL,40.885,-87.614
Gans,OK,35.387,-94.695
Goltry,OK,36.532,-98.151
Hartleton,PA,40.9,-77.156
Hewitt,MN,46.324,-95.09
Highland Park,FL,27.862,-81.566
Lucky,LA,32.244,-93.013
Martinsburg,MO,39.101,-91.647
New Albany,PA,41.601,-76.446
Shirley,ME,45.346,-69.646
Annapolis,MO,37.361,-90.698
Berry,KY,38.521,-84.382
Cold Brook,NY,43.24,-75.039
Deloit,IA,42.097,-95.317
Dubberly,LA,32.544,-93.236
Fargo,GA,30.687,-82.572
Fulton,OH,40.463,-82.829
Hills and Dales,OH,40.829,-81.444
Low Moor,IA,41.802,-90.354
New Ashford,MA,42.607,-73.228
Paisley,OR,42.693,-120.546
Salladasburg,PA,41.281,-77.232
Snelling,SC,33.243,-81.468
Stockholm,ME,47.067,-68.121
Weston,NE,41.193,-96.742
Albright,WV,39.495,-79.64
Coffee City,TX,32.128,-95.471
Darlington,PA,40.81,-80.424
Deep River,IA,41.581,-92.373
Deer Park,WI,45.189,-92.389
Donnelly,ID,44.734,-116.087
Leland,IA,43.334,-93.632
Little Mountain,SC,34.197,-81.413
Martelle,IA,42.02,-91.358
McCook,IL,41.798,-87.842
Old Monroe,MO,38.939,-90.747
Pisgah,IA,41.83,-95.926
Quimby,IA,42.629,-95.644
Teller,AK,65.252,-166.351
Amherst,ME,44.853,-68.401
Belcher,LA,32.752,-93.837
Crystal,ME,45.99,-68.365
Goodrich,TX,30.609,-94.947
Leonard,ND,46.652,-97.25
Morristown,OH,40.063,-81.071
Princeton,KS,38.488,-95.271
Rochester,TX,33.314,-99.857
Sandy Creek,NC,34.281,-78.153
Shirley,AR,35.642,-92.313
Streetman,TX,31.876,-96.324
Woodland,IL,40.714,-87.731
Bellmont,IL,38.383,-87.911
Brookville,KS,38.774,-97.865
Diller,NE,40.109,-96.938
East Side,PA,41.062,-75.762
Herman,NE,41.674,-96.217
Hoople,ND,48.535,-97.638
Kaycee,WY,43.71,-106.638
Kremlin,OK,36.547,-97.832
Riverdale,NE,40.784,-99.16
Salt Lick,KY,38.119,-83.616
Ursina,PA,39.815,-79.332
Fayetteville,TX,29.906,-96.676
Foster,OK,34.597,-97.492
Grand View on Hudson,NY,41.066,-73.921
Iliff,CO,40.758,-103.066
Lake Lillian,MN,44.946,-94.88
Lancaster,KS,39.571,-95.304
Markleysburg,PA,39.736,-79.452
Rives,TN,36.356,-89.05
Tanana,AK,65.185,-152.055
Ten Sleep,WY,44.035,-107.448
Vandemere,NC,35.19,-76.661
Walkerville,MI,43.715,-86.126
Bath,NC,35.472,-76.811
Broeck Pointe,KY,38.296,-85.585
Browntown,WI,42.579,-89.789
Catawba,OH,40,-83.623
Clarksdale,MO,39.814,-94.551
Deferiet,NY,44.036,-75.682
Defiance,IA,41.825,-95.34
Dell City,TX,31.935,-105.2
Fayette,UT,39.224,-111.854
Frohna,MO,37.638,-89.62
Glenwood,IN,39.626,-85.302
Gordon,OH,39.93,-84.509
Gordonville,AL,32.156,-86.716
Imbler,OR,45.462,-117.963
Kingsville,MO,38.744,-94.071
Little Meadows,PA,41.989,-76.128
Luxemburg,IA,42.604,-91.073
Medicine Bow,WY,41.9,-106.202
Red Rock,OK,36.46,-97.18
Riverton,IA,40.687,-95.569
Ross,TX,31.728,-97.112
Scranton,AR,35.36,-93.538
Silver City,IA,41.111,-95.638
Skidmore,MO,40.288,-95.08
The Plains,VA,38.862,-77.774
Weston,ME,45.723,-67.863
Abercrombie,ND,46.447,-96.727
Buckingham,IL,41.047,-88.175
Cameron,NC,35.326,-79.254
Carmine,TX,30.149,-96.69
Clinchco,VA,37.157,-82.354
Francis,OK,34.874,-96.593
Hosston,LA,32.886,-93.883
Koosharem,UT,38.513,-111.882
Lockridge,IA,40.994,-91.749
Medicine Lake,MT,48.502,-104.502
Milligan,NE,40.5,-97.388
Potter,WI,44.118,-88.102
Richland Springs,TX,31.271,-98.946
Aniwa,WI,45.01,-89.208
Armstrong,MO,39.269,-92.704
Clifton,VA,38.78,-77.386
Climax,MN,47.609,-96.812
Dinosaur,CO,40.241,-109.009
Echo,MN,44.622,-95.411
Edmondson,AR,35.105,-90.305
Forest City,MO,39.983,-95.188
Gentryville,IN,38.11,-87.034
Gilby,ND,48.084,-97.468
Halbur,IA,42.005,-94.972
Hanley Falls,MN,44.692,-95.619
Hillcrest Heights,FL,27.824,-81.534
Hollansburg,OH,39.998,-84.793
Hollister,ID,42.353,-114.584
Keachi,LA,32.168,-93.915
Kellerton,IA,40.71,-94.05
Montrose,AR,33.299,-91.497
Parmele,NC,35.819,-77.315
Beulah,MS,33.79,-90.98
Calvin,LA,31.962,-92.776
Creola,LA,31.428,-92.479
Crosby,MS,31.274,-91.061
Keswick,IA,41.455,-92.238
Madrid,NE,40.852,-101.528
Oak Ridge,TX,33.648,-97.039
Pottawattamie Park,IN,41.723,-86.867
Rockland,ID,42.573,-112.875
Scott,OH,40.989,-84.584
Applegate,MI,43.36,-82.639
Bethany,PA,41.614,-75.289
Bush,IL,37.842,-89.13
Cary,MS,32.806,-90.925
Chaseburg,WI,43.66,-91.099
Davidson,OK,34.242,-99.078
Egan,SD,44,-96.649
Halliday,ND,47.351,-102.341
Lane,KS,38.44,-95.081
Lostine,OR,45.487,-117.43
Parker,KS,38.329,-94.989
Uehling,NE,41.735,-96.506
Unionville Center,OH,40.137,-83.341
Bluff,UT,37.28,-109.569
Cleghorn,IA,42.812,-95.714
Cromwell,MN,46.679,-92.871
Fairview,KS,39.84,-95.728
Gary,SD,44.795,-96.458
Glenmont,OH,40.519,-82.092
Granville,ND,48.267,-100.845
Howell,UT,41.779,-112.448
Keystone,SD,43.896,-103.427
Letona,AR,35.364,-91.829
Manor Creek,KY,38.298,-85.588
Pilger,NE,42.007,-97.055
Smithland,KY,37.139,-88.405
Altamont,UT,40.359,-110.287
Bethel,DE,38.571,-75.619
Bryant,IN,40.536,-84.963
Elmer City,WA,48,-118.953
Fort Peck,MT,48.007,-106.455
Goose Lake,IA,41.968,-90.382
Harrison,NE,42.688,-103.882
Havana,AR,35.11,-93.526
Nulato,AK,64.69,-158.284
Oslo,MN,48.195,-97.133
West Haven,VT,43.644,-73.39
White Plains,GA,33.48,-83.036
Yorkana,PA,39.976,-76.585
Amazonia,MO,39.889,-94.892
Cromwell,OK,35.383,-96.46
Lansford,ND,48.627,-101.376
Lexington,OR,45.446,-119.688
Pease,MN,45.702,-93.651
Richview,IL,38.376,-89.18
Riley,IN,39.39,-87.3
Springview,NE,42.825,-99.748
Ste Marie,IL,38.93,-88.028
Trenton,NC,35.064,-77.356
Allagash,ME,47.092,-69.132
Andersonville,GA,32.194,-84.146
Athens,LA,32.651,-93.025
Cheraw,CO,38.108,-103.511
Ebro,FL,30.437,-85.882
Glendo,WY,42.504,-105.025
Jamestown,KS,39.599,-97.861
La Motte,IA,42.296,-90.623
Malone,TX,31.917,-96.895
Mantee,MS,33.718,-89.059
Oak Ridge,MO,37.499,-89.73
Paint Rock,TX,31.51,-99.925
Prompton,PA,41.59,-75.332
Summerfield,OH,39.797,-81.335
Wingate,IN,40.172,-87.072
Briarcliff,AR,36.272,-92.282
Brookside,CO,38.414,-105.191
Corunna,IN,41.436,-85.144
Geneseo,KS,38.517,-98.154
Goldsmith,TX,31.983,-102.616
Harvey,IA,41.318,-92.923
Heath,AL,31.345,-86.469
Lockbourne,OH,39.809,-82.987
Malinta,OH,41.32,-84.035
Marquette,NE,41.006,-98.01
Napoleon,IN,39.204,-85.327
New Harmony,UT,37.48,-113.309
New Providence,IA,42.281,-93.172
Schlater,MS,33.64,-90.349
Sparta,KY,38.695,-84.906
Staplehurst,NE,40.975,-97.173
Vernon,IN,38.985,-85.611
Yorkville,TN,36.097,-89.118
Bluejacket,OK,36.801,-95.074
Brashear,MO,40.148,-92.379
Eutawville,SC,33.398,-80.343
Fruithurst,AL,33.73,-85.431
Gumbranch,GA,31.836,-81.684
Kangley,IL,41.148,-88.872
Panama,IA,41.726,-95.475
Panama,NE,40.6,-96.511
Repton,AL,31.41,-87.239
Seagrove,NC,35.54,-79.779
Seldovia,AK,59.44,-151.712
Vergennes,IL,37.902,-89.34
Wahkon,MN,46.131,-93.525
Albion,ID,42.41,-113.58
Aneta,ND,47.68,-97.989
Burns,KS,38.09,-96.888
Downing,WI,45.05,-92.124
Dune Acres,IN,41.649,-87.097
East Laurinburg,NC,34.769,-79.445
Gladstone,IL,40.864,-90.957
Goldston,NC,35.595,-79.331
Liberty,PA,41.558,-77.107
Long Island,ME,43.686,-70.162
New Effington,SD,45.858,-96.915
Nichols,SC,34.235,-79.149
Oakford,IL,40.101,-89.965
Peterson,MN,43.788,-91.832
Renwick,IA,42.827,-93.981
Richville,NY,44.415,-75.392
Springdale,WA,48.057,-117.747
Alvin,IL,40.307,-87.607
Avalon,GA,34.497,-83.198
Bagley,IA,41.846,-94.43
Black Oak,AR,35.837,-90.368
Blencoe,IA,41.93,-96.082
Buckland,OH,40.624,-84.26
De Kalb,MO,39.588,-94.924
Harrison,ID,47.449,-116.773
Melrose,OH,41.089,-84.42
Pukwana,SD,43.779,-99.184
Table Rock,NE,40.178,-96.089
Campbell Station,AR,35.668,-91.254
Delta,LA,32.322,-90.958
Eckley,CO,40.112,-102.489
Empire,OH,40.512,-80.626
Genoa,WI,43.573,-91.226
Highland,OH,39.344,-83.6
Hillsboro,WV,38.135,-80.214
Latexo,TX,31.391,-95.475
Navarro,TX,32.001,-96.383
New Alexandria,OH,40.292,-80.675
Paxville,SC,33.739,-80.359
Perrytown,AR,33.693,-93.537
Phenix,VA,37.081,-78.748
Weyerhaeuser,WI,45.426,-91.415
Cabery,IL,40.996,-88.204
Durbin,WV,38.547,-79.828
Mineral Point,MO,37.946,-90.725
Northfork,WV,37.42,-81.427
Ostrander,MN,43.614,-92.427
Portersville,PA,40.924,-80.147
Roopville,GA,33.457,-85.13
Saratoga,IN,40.237,-84.916
Torrey,UT,38.302,-111.42
Anamoose,ND,47.883,-100.242
Castor,LA,32.255,-93.166
Cushing,IA,42.465,-95.676
Detroit,AL,34.027,-88.168
Fostoria,IA,43.242,-95.156
Hull,GA,34.018,-83.294
Lake Tekakwitha,MO,38.442,-90.718
Marathon,IA,42.86,-94.983
Medford,ME,45.276,-68.857
Newry,PA,40.393,-78.436
Pavillion,WY,43.244,-108.689
Pickstown,SD,43.068,-98.53
Taylor,ND,46.902,-102.423
Troutville,PA,41.029,-78.788
Wellman,TX,33.047,-102.427
Zaleski,OH,39.281,-82.395
Baltimore,VT,43.36,-72.56
Blain,PA,40.337,-77.512
Chelsea,IA,41.92,-92.395
Coahoma,MS,34.366,-90.522
Dwight,NE,41.083,-97.019
East Hope,ID,48.24,-116.29
East Thermopolis,WY,43.644,-108.198
Exeland,WI,45.667,-91.241
Houston Lake,MO,39.19,-94.62
Kappa,IL,40.675,-89.006
Ladora,IA,41.756,-92.186
Marshfield,VT,44.353,-72.35
Neosho Rapids,KS,38.368,-95.992
Pemberton,MN,44.008,-93.783
Pierson,MI,43.32,-85.498
Port William,OH,39.552,-83.786
Steward,IL,41.849,-89.017
Wade,ME,46.791,-68.238
Waucoma,IA,43.056,-92.034
Wellington,ME,45.065,-69.569
Winston,MO,39.87,-94.142
Alta,UT,40.582,-111.62
Burdett,KS,38.194,-99.526
Cave In Rock,IL,37.471,-88.166
Ewing,KY,38.428,-83.862
Henderson,WV,38.831,-82.136
Hendricks,WV,39.075,-79.63
Hickory Ridge,AR,35.403,-90.994
Neck City,MO,37.255,-94.445
New Hampton,MO,40.265,-94.195
Schell City,MO,38.019,-94.117
Sweet Water,AL,32.105,-87.861
Tehuacana,TX,31.743,-96.54
Valley Hi,OH,40.316,-83.676
Wixon Valley,TX,30.77,-96.322
Alta Vista,IA,43.197,-92.417
Ambia,IN,40.489,-87.516
Bigelow,MN,43.506,-95.689
Boulder,UT,37.923,-111.432
Dunn Center,ND,47.353,-102.623
Easton,MO,39.723,-94.64
Fidelity,MO,37.082,-94.31
Gary,MN,47.373,-96.266
Hays,TX,30.122,-97.872
Indianola,IL,39.927,-87.74
Mead,OK,34.001,-96.511
Midland,AR,35.093,-94.352
Watts,OK,36.107,-94.571
Western,NE,40.393,-97.198
Ardencroft,DE,39.805,-75.486
Corinth,KY,38.5,-84.608
Dadeville,MO,37.479,-93.674
Elbing,KS,38.054,-97.128
Fenton,LA,30.364,-92.916
Gilman,MN,45.735,-93.95
Grandin,MO,36.831,-90.822
Ionia,IA,43.036,-92.458
Lerna,IL,39.418,-88.289
Moran,TX,32.547,-99.166
Oil Trough,AR,35.629,-91.461
Rockville,UT,37.148,-113.054
Ruthton,MN,44.177,-96.105
West Leipsic,OH,41.105,-84.001
Akron,AL,32.879,-87.742
Forsan,TX,32.11,-101.367
Mount Cory,OH,40.935,-83.823
North Cleveland,TX,30.363,-95.101
Potsdam,OH,39.964,-84.415
Rushville,MO,39.588,-95.023
Soper,OK,34.032,-95.696
Standard,IL,41.256,-89.182
Storden,MN,44.04,-95.319
Swan Valley,ID,43.443,-111.325
Troy Grove,IL,41.466,-89.082
Union Center,WI,43.683,-90.264
Villard,MN,45.714,-95.27
Blackburn,MO,39.105,-93.486
Cantril,IA,40.643,-92.068
Chester,NE,40.01,-97.618
Currie,MN,44.07,-95.667
Dedham,IA,41.909,-94.823
Dexter,KS,37.18,-96.716
Furman,SC,32.681,-81.188
Gratiot,WI,42.58,-90.023
Greencastle,MO,40.259,-92.876
Hayes Center,NE,40.511,-101.02
Loch Arbour,NJ,40.232,-74
Maxwell,NM,36.541,-104.543
North Star,OH,40.324,-84.569
Pollock,SD,45.901,-100.289
Raiford,FL,30.064,-82.241
Stonefort,IL,37.622,-88.704
Vinton,OH,38.98,-82.333
Wolbach,NE,41.402,-98.39
Avera,GA,33.193,-82.529
Chapman,PA,40.76,-75.401
Dennison,MN,44.409,-93.03
Fulton,AL,31.791,-87.744
Handley,WV,38.191,-81.375
Hazelton,ND,46.485,-100.281
Indian Beach,NC,34.687,-76.902
Mingus,TX,32.536,-98.425
Northrop,MN,43.736,-94.436
Old Washington,OH,40.038,-81.444
Riverdale,ND,47.497,-101.365
Ryegate,MT,46.299,-109.253
Silver City,MS,33.094,-90.499
Arthur,IA,42.335,-95.347
Carthage,AR,34.073,-92.555
Disney,OK,36.477,-95.019
Forest City,IL,40.372,-89.832
Fredonia,IA,41.285,-91.339
Hardinsburg,IN,38.467,-86.276
Martinsburg,OH,40.27,-82.354
Meservey,IA,42.916,-93.473
New Athens,OH,40.184,-80.994
New Columbus,PA,41.173,-76.287
Quinwood,WV,38.058,-80.706
Shamrock Lakes,IN,40.411,-85.427
Sherrodsville,OH,40.495,-81.244
Spickard,MO,40.243,-93.592
St Thomas,MO,38.367,-92.216
Utica,MO,39.745,-93.629
Vernon,CA,34.001,-118.211
Vredenburgh,AL,31.823,-87.318
Waterloo,OR,44.495,-122.824
Black,AL,31.01,-85.743
Crossgate,KY,38.279,-85.63
Donnelly,MN,45.689,-96.014
Dover,KY,38.757,-83.888
Ellenboro,WV,39.269,-81.055
Grenora,ND,48.62,-103.937
Henrieville,UT,37.565,-112.001
Landisburg,PA,40.343,-77.306
Losantville,IN,40.024,-85.183
Oldtown,ID,48.184,-117.022
Paton,IA,42.164,-94.255
Plaucheville,LA,30.965,-91.984
Reeves,LA,30.522,-93.036
Woodland,AL,33.376,-85.397
Zap,ND,47.285,-101.924
Alderson,OK,34.901,-95.69
Bailey,TX,33.434,-96.165
Barry,TX,32.1,-96.641
Elizabethtown,IL,37.449,-88.304
Hoytville,OH,41.19,-83.785
Laurel,IA,41.884,-92.922
Litchfield,NE,41.156,-99.153
Magness,AR,35.703,-91.482
Opdyke West,TX,33.593,-102.301
Plattville,IL,41.534,-88.385
Rippey,IA,41.934,-94.201
Roxbury,NH,42.953,-72.202
Union Dale,PA,41.713,-75.483
Wheeling,MO,39.786,-93.386
Bates City,MO,39.005,-94.06
Blue Mound,KS,38.089,-95.01
Browning,MO,40.035,-93.16
Coulter,IA,42.733,-93.37
Dickens,TX,33.621,-100.837
Gresham,NE,41.028,-97.401
Humnoke,AR,34.542,-91.76
North Robinson,OH,40.792,-82.857
Orchard Hill,GA,33.185,-84.212
Roswell,OH,40.476,-81.348
South Salem,OH,39.337,-83.307
Tiro,OH,40.906,-82.769
Virginia City,MT,45.296,-111.936
Walton,KS,38.119,-97.258
Woodson,TX,33.015,-99.053
Wyatt,MO,36.96,-89.17
Amsterdam,MO,38.35,-94.589
Gays,IL,39.458,-88.496
Hambleton,WV,39.081,-79.646
Maquon,IL,40.798,-90.163
Mentor,KY,38.886,-84.249
Morrill,KS,39.929,-95.695
New Leipzig,ND,46.376,-101.952
Olsburg,KS,39.432,-96.615
Pleasant Dale,NE,40.791,-96.933
Slaughter Beach,DE,38.918,-75.313
St Francis,AR,36.455,-90.142
Bloomfield,VT,44.812,-71.645
Brinson,GA,30.978,-84.738
Buffalo,KS,37.709,-95.697
Colerain,NC,36.202,-76.766
Cypress,IL,37.366,-89.019
Dwight,KS,38.845,-96.592
Flasher,ND,46.452,-101.233
Glen Ridge,FL,26.672,-80.076
Grand Cane,LA,32.084,-93.809
Greeley,IA,42.585,-91.342
Ida,LA,33,-93.895
Jacob City,FL,30.886,-85.415
Missouri City,MO,39.239,-94.301
Newtown,IN,40.204,-87.148
Nunam Iqua,AK,62.507,-164.9
Parrottsville,TN,36.008,-83.091
Prescott,MI,44.192,-83.932
Roaring Springs,TX,33.899,-100.856
Sugar Bush Knolls,OH,41.203,-81.351
Tappen,ND,46.872,-99.627
Beardsley,MN,45.558,-96.714
Flensburg,MN,45.949,-94.532
Fountain Run,KY,36.723,-85.956
Frost,MN,43.585,-93.926
Grafton,IA,43.33,-93.069
Lakeline,OH,41.66,-81.455
Linn Creek,MO,38.043,-92.714
Malden,WA,47.23,-117.473
Marcus,WA,48.664,-118.059
Old Harbor,AK,57.22,-153.33
Palmer,IL,39.459,-89.408
Twilight,PA,40.116,-79.894
Wynot,NE,42.74,-97.17
Castleford,ID,42.521,-114.872
Dalton,MN,46.174,-95.915
Dyer Brook,ME,46.08,-68.235
Evergreen,LA,30.953,-92.105
Florida,OH,41.324,-84.2
Frederick,SD,45.832,-98.507
Gratiot,OH,39.951,-82.217
Kenton,DE,39.227,-75.665
Millerton,OK,33.983,-95.017
Mount Hope,WI,42.97,-90.859
Olar,SC,33.18,-81.185
Sylvania,PA,41.802,-76.862
Sylvia,KS,37.959,-98.409
Thawville,IL,40.673,-88.113
Wynnedale,IN,39.832,-86.2
Eureka,NC,35.541,-77.876
Lucan,MN,44.41,-95.413
Milton,IL,39.565,-90.65
Orrstown,PA,40.059,-77.608
Sammons Point,IL,41.031,-87.858
Seaton,IL,41.102,-90.799
Stonewall,NC,35.139,-76.741
Wellersburg,PA,39.731,-78.848
Wyaconda,MO,40.392,-91.926
Altona,IN,41.352,-85.152
Ashville,PA,40.56,-78.547
Bosworth,MO,39.47,-93.336
Center Point,IN,39.416,-87.076
Clutier,IA,42.079,-92.404
Creston,WA,47.76,-118.52
Curran,IL,39.742,-89.778
Dillsboro,NC,35.371,-83.253
Easton,KS,39.345,-95.117
Elrosa,MN,45.563,-94.947
Heflin,LA,32.459,-93.273
Higginsport,OH,38.79,-83.967
Jacksonville,VT,42.794,-72.816
Peetz,CO,40.962,-103.114
Tennyson,IN,38.082,-87.119
Turkey,NC,34.995,-78.184
Alpena,SD,44.183,-98.368
Bulpitt,IL,39.592,-89.426
Corning,KS,39.657,-96.029
Damascus,GA,31.299,-84.717
Dupont,OH,41.055,-84.301
Elk Garden,WV,39.386,-79.156
Emerald Beach,MO,36.574,-93.671
Glenfield,PA,40.522,-80.14
Junction,UT,38.238,-112.225
Lima,MT,44.639,-112.592
McCord Bend,MO,36.787,-93.503
Mulhall,OK,36.112,-97.343
Pine Village,IN,40.449,-87.253
Rutledge,MN,46.256,-92.878
Shaktoolik,AK,64.359,-161.201
Upper Kalskag,AK,61.539,-160.349
Venango,PA,41.773,-80.112
White City,IL,39.071,-89.77
Widener,AR,35.022,-90.681
Woodlawn,KY,39.091,-84.473
Aleknagik,AK,59.289,-158.664
Bakerhill,AL,31.777,-85.295
Bishop Hills,TX,35.261,-101.952
Blythedale,MO,40.475,-93.927
Cool,TX,32.798,-98.012
Douglassville,TX,33.192,-94.352
Gainesville,NY,42.641,-78.135
Garner,AR,35.143,-91.779
Goldsboro,MD,39.031,-75.783
Helena,OH,41.34,-83.292
Maidstone,VT,44.642,-71.622
Menominee,IL,42.472,-90.543
Napoleon,MO,39.128,-94.09
Nebo,KY,37.383,-87.642
Orr,MN,48.058,-92.824
Plaza,ND,48.026,-101.959
Pulaski,GA,32.39,-81.954
Rock River,WY,41.732,-105.975
Tulare,SD,44.738,-98.509
Washtucna,WA,46.754,-118.31
Bardolph,IL,40.496,-90.563
Baskin,LA,32.259,-91.747
Bluffton,MN,46.469,-95.234
Bruce,SD,44.438,-96.89
Cambridge,VT,44.637,-72.881
Ellenton,GA,31.177,-83.587
Fleischmanns,NY,42.155,-74.535
Fontana,KS,38.421,-94.845
Garland,NE,40.945,-96.985
Grayling,AK,62.895,-160.112
Harrell,AR,33.51,-92.401
Henning,IL,40.307,-87.701
Layton,FL,24.825,-80.812
Marshall,OK,36.155,-97.626
Montrose,IL,39.166,-88.378
Mount Tabor,VT,43.349,-72.93
Oliver,GA,32.523,-81.536
Paxico,KS,39.069,-96.167
Samburg,TN,36.382,-89.352
Sobieski,MN,45.922,-94.483
Spring Lake,IN,39.777,-85.855
Blodgett,MO,37.005,-89.526
Carl,GA,34.006,-83.817
Central Pacolet,SC,34.91,-81.753
Davy,WV,37.478,-81.642
Excelsior Estates,MO,39.39,-94.208
Kipton,OH,41.267,-82.304
North Bay,WI,42.765,-87.781
